score;content
1;parah sich aku peguna baru m bangking .dan baru buat atm karna yg kmren gak pernah d isi .pertama bisa fi bukak .setelah ganti paswod atm kok gak bisa login .eh ku cbb ganti kata sandi tapi pesan gak masuk2 ampek 3 x di blokir .setelah di blokir beberapa j baru sms masuk semua .ribet banget .harus ke bank lagi .tolong laj di perbaiki .saya mau skripsi judul saya berkaitan dgn m bangking msa mau ngaju in trs tiba2 ke blokir harus pulang pergi ke bank dulu
5;Mantap
5;oke dah...ko belum bisa kirim ke OVO ya...ayo hubungkan biar transaksi saya makin lancar
5;baguss
1;Aplikasi jelek belajar lagi sama Bank swasta, sering gagal transfer, kalau ga di tanya ke bank bisa hilang uangnya,pengembaliannya ribet susah prosesnya Lamaaa....sering kejadian.teknologi ITnya kacangan sering error . Call centernya jg ga profesional susah di hubungi..
5;Dsangat men bantu
5;Inspiratif kreatif motivatif inovatif dan edukatif...
1;Terlalu ribet jam diatas jm 10malam tidak bisa cek mutasi hadeh
5;Sangat mudah digunakan ,kenapa belum bisa beli token lintrik
1;Aplikasi tolol
3;Untuk aktivasi akun tolong di permudah lagi tidak mesti harus ke bank langsung kasian yang lokasi jauh dari bank
4;Guud
2;Sering error semenjak update terbaru : sering force close : parah mohon perbaiki lagi
5;Mantaf
2;Caba tampil kan
1;Setiap kali transfer gagal terus....
2;Parah sih..habis update malah tidak bisa log in.akun malah terblokir
1;Tolong beri pemberitahuan kalau ada gangguan dan sejenisnya. Saya mau bayar biaya rumah sakit pake debit, malah gak bisa...
2;Versi terbaru gak stabil, sering stop working. Tolong diperbaiki supaya lebih stabil seperti versi sebelumnya
5;Aplikasi bagus
5;Good
1;Ribeeeeeeet bgt transaksinya. Sering gangguan. Kalo mau cek riwayat transaksi pun ribet karena servernya gak online. Kalo gak tuntutan instansi males sihhh make BSB. Perbaki dogn jgn ribet n sering gangguan. Sbg nasabah merasa dipersulit
1;ga bisa masuki no rekening dan no atm..masa data tidak di temukan..Bank daerah kurang update. kuper
1;Masa dak bisa d aktivasi, ini parah dr bank yg lain
1;bintang yg berbicara
3;Tolong di perbaharui lagi,masih terliat lamban mengasesnya🙏🏻
1;Ga usa buat aplikasi baru deh malah bikin susah ga bisa log in. Ud sampai ke bank pun CSnya ga bisa. Menurut lu??? Apa gunanya cuma nyusahin doank
1;Sdh berapa x minta aktivasi ulang trus,,ini x ketiga error. Dan kali ini bener2 gk bisa di aktivasi sdh 2 minggu,,tanya orang bank pun gk ada penyelesaian. Parah !!!!!!
2;sering sekali transfer gagal namun saldo sudah terpotong dan untuk pengembalian dana memakan waktu sampai 1 minggu.. semoga segera diperbaiki
1;SAYA KEMARIN MELAKUKAN PEMBAYARAN, TERUS GAGAL DAN SALDO SAYA KEPOTONG. SUDAH LAPOR DAN MENUNGGU SELAMA 2 MINGGU DAN SUDAH BALIK. DAN KETIKA MAU COBA LAGI UNTUK PEMBAYARAN, GAGAL LAGI.. DAN HARUS NUNGGU 2 MINGGU LAGI!! KALAU BISA REPORT SAYA REPORT SKALIAN
1;Kenapa Atm Saya Tidak Bisa Ditemukan Padahal No kartu sma no rek udh bener
1;Lemot
5;Trims..
1;Harus aktivasi ulang melulu
1;Transaksi gagal saldo berkurang dua kali lipat,kmana itu duit,tolong dong diperbaiki 😔😔😔
2;Kenapa tidak dapat memasuk kan no kartu atau nomer rek. Selalu tidak di temukan.
1;kenapa gak bisa login.. perintahnya aktipasi ulang.. pas udah di masukin no rek dan no kartunya malah data tidak di temukan... aneh.. benerin dong aplikasinya.. kalo gak bener q uninstal aja apk ini..
5;Ok
1;Sangat disayangkan belum tersedianya pembayaran jargas SP2J via m-banking,akan tetapi bisa transaksi via ATM.
1;Kok gk bisa masuk yah ke aplikasinya, sruh aktifasi ulang pula,tp pas d coba masukin no rek sm no kartu gk di temukan, Tlong dong di benerin aplikasinya
5;OK
5;lebih mudah,simpel,tidak perlu datang ke bank u/ melakukan pengolaan rek qta mau di tampilin atau tidak,maju terus BPD bank sumsel babel
1;Cukup membantu tapi saat saya ganti hp ke spek tinggi SIM card tidak terdeteksi mohon di bantu tingkatkan
5;Registrasi gampang, sdh ada QRIS, pembayaran mahasiswa oke benget
4;Good
5;Di bagusin lagi
1;Tim IT BSB kapan aplikasinya mendukung Android 11. Masa' tidak ada pengembangan aplikasinya. Gimana mau bersaing dengan bank lain, kalau aplikasinya tidak update.
1;Tra nsaksi gagal saldo berkurang
2;Tolong gimana ini saya mau aktivasi kok gx bisa masa ada tulisan data tidak di temukan mohon bantuannya
3;Kenapa tidak bisa terdeteksi sim card saya padahal Sudah benar memasangnya, dan tidak bisa dijalankan di android versi 11 susah kalo mau pindah hp dulu Mohon untuk ditindak lanjuti segera
2;Tolong dong kok mau transfer susah betul lagi butuh nih help me lah.
1;"Aplikasi tidak bisa dibuka. ""SIM card tidak terdeteksi"" Tidak suport di android 11?"
3;Tolong kenapa ketika buka aplikasinya ada bacaan sim card tidak terdeteksi ,padahal sudah terpasang sim cardnya dan aktif tpi kenapa selalu muncul sim card tidak terdeteksi ,mohon informasinya
2;Pas up ke android 11 tidak bisa lagii di buka... Ket SIM card tidak cocok
1;aplikasi m banking terburuk
1;Tolong untuk tim pengembang aplikasinya supaya bisa digunakan di android versi 11. Susah kalo harus mesti pindah hp setiap mau transaksi. Masa' kalah dari aplikasi banking bank lain.
5;Cepat dan tepat
1;Kenapa tidak supprot di Android 6. Kayak dibatasin gitu. Padahal mobile banking bank lain saja gak ada yang dibatasin penggunanya.
1;agar jadi perhatian, di versi terbaru OS android, aplikasi tidak berjalan, keterangan simCard tidak terdeteksi
1;Jelekkk susahhh lambattt uinya juga ga bagus.... menunya sedikit layanannya sedikit.. saat ganti kartu balik ke kartu lama tulisan kartu tidak terdeteksii 🤦🤦🤦 tolonglah developernya biar bisaa gunain aplikasi ini dengan baikk
1;Taiap transfer atau isi pulsa kadang sering keblokir akunya
5;Aplikasi sangat membantu
1;Gnti hp mlah GK bs pkek mobile bnking
1;Kenapa saya ga bs dipakek aplikasi ya? Simcard tdk terdeteksi? Saya ganti hp, dihp lama bs tp kenapa pindah hp ga bs y???
5;Topppp
5;Oke
1;Jangan unduh
4;Saya sangat terbantu dengan aplikasi... terima kasih
1;Sejak upgrade ke android 11, tulisan selalu tidak ada sim card, mohon updatenya
1;"Aplikasi apaan dikit"" eror setiap kali eror harus ke bank buat jadi ribet"
5;Cepat dan tepat
5;Good.job
1;Iya kok sering banget ganguan alasan periksa jaringan internet gmn dong
2;Tolong di upgrade lagi, masa saya upgrade android 11 jadi gak bisa d buka apknya, dengan keterangan SIM tidk terdeteksi. Ayo bank sumsel perbaiki apknya
2;Parah, simcard gak bermasalah, eh dia deteck simcard eror, padehal sebelum2nya gak ada masalah, udah d istal ulang appnya masih aja...
1;Tolong diupdate ke versih yg baru kak soalnya nggak bisa dipakai di versi android 11
2;saya install kok pas buka appnya malah ada notif sim card tidak terdeteksi ?????
5;Bermanfaat
1;Ribet,,,,mau aktivasi aja hrs tlpn CS,,,,tp ditlpn malah sistem dlm perbaikan
5;Lanjut kan........bsb mampu bersaing dan bank terbaik.....g hanya di sumselbabel tetapi go nasional
4;Makin parah. Proses tf aja ribet. Kmren bru tf, mau konfrmasi slalu muncul pesan error tidak dketahui. Eh, Saldo bkurang, tapi rincian tranksaksi gak ad. Kmna dong saldonya. Paraah...SALDO ilang, proses tf gak brhasil.
1;170. Data tidak ditemukan Padahal sufah reg di atm. Udah dapat id masih dibilang tifak terdaftar.
3;Apknya klo lama ga login kudu aktivasi ulang, sstem otpnya rada bikin ribet baik untuk transaksi ataupun penambahan data transaksi, fitur pembayaran blm lngkap.. mhon donk dilngkapi lg untuk fitur pmbyarannya.
5;ok
1;Aplikasi geblek gk ush buat kalian yg blum donload
1;Payah.... Jaringan suka lemot, gk bagus, jangan di install lagi bagi yang belum install dan jangan mau kalo di tawarin, parah....
1;Suka
5;Good
1;"Parah ya, pas transaksi ada fitur screenshot, tapi pas dilihat di galeri ""putih polos"" Fiturnya nggk guna Detail transaksi tidak ada, jadi tidak bisa lihat transaksinya lagi Untuk seukuran aplikasi m-banking, ini terburuk sih (maaf jujur)"
5;Mantap
5;Ini Aplikasi bisa ngak sih di gunakan selalu jaringan yg di salahkan.Hadeeeh..dari prose aktivasi aj udah susah banget...nget nget. Semoga bisa lebih baik lagi,uninstal lalu aktivasi ulang kok 170.data tidak di temukan ..capek dech..,ternyata kelemahan ada pada CS bank yg gaptek jg.. masa aktifasi rek baru ,di suruh masukin no rek lama.. , ya bisa sich login tapi bgk berfungsi.. untung dech ada cs di lain cabang bsb yg baik ramah dan telaten sampai di ajarkan cara2nya..trimakasih udah aktif lg
5;Alhamdulillah,Norek lama di tutup tanpa pemberitahuan..ngak bisa di aktifin..terpaksa buka baru lagi..
1;Transaksi gagal, saldo berkurang. Sudah telfon call center puluhan kali tetap tidak ada jawaban.. Mohon diperbaiki pelayanannya. Apalagi masih jam kerja, masa iya angkat telfon pelanggan saja diabaikan ,😥
1;Gak bisa di pake, minta aktifasi trus angel angel
5;Menguntungkan segala transaksi lancar
5;cepat.. stabil.. cocok buat semua transaksi bank
5;Sangat membantu
2;Susah bgt mau download.. muter-muter Mulu.. dri siang smpe ke mlem.. pdhal kuota, sinyal.. semuanya memadai..
1;Kasi bintang 1 dulu klo bagus baru 5😁
5;saya bangga jd org sumatra srlatan krn punya bank sumsel jg dgn apl in..
1;Aplikasinya gak bisa di buka
5;Dekat erat bersahabat...memudahkan segala transaksi tanpa harus ke bank....sukses selalu bank Sumsel Babel
5;Sulit berbelit belit pada saat transaksi terus bnyk bank yg tidak terdaftar BNI BRI DLL
1;Aplikasi parah
5;Assalamu'alaikum
3;Kenapa yach susah bgt transfer k bank laen,setiap x tansfer pasti eroorr
4;Good
1;Cek saldo
1;Kenapa tidak bisa transfer
5;Sejauh ini aman sih kalo top up lngsung masuk saldonya dibank hehe jadi tau kalo ada transferan masuk😁
5;kok gak bisa daftar saya ya pdahal no reg sudah benar
4;Saya kasih empat bintang dulu belum coba
1;Gila bangett udah 2 kali ngsih pulsa pake Mbanking dan ga masuk ke no hpnya, tulisannya error tapi saldo gua berkurang, di grafik pengeluaranny ga ada, tolong yahh diperbaiki, kalo bisa balikin saldo gua!!!
1;Sebelumnya sangat membantu, tetapi ketika saya ganti hp ke spesifikasi yg lebih bagus malah SIM card saya tidak terdeteksi. Sudah install ulang bekali2, sdh datang ke CS Bank Cabang. Tapi tetap tidak berhasil.. Tolong donk tim pengembang, aplikasinya di ditingkatkan lagi performanya biar tambah bagus lagi. 🙏🙏
5;Akhirny ada juga mobile banking bank sumsel babel, aplikasi yg sangat membantu, semoga semakin canggih lg ebanking bank sumselnya dari aplikasi maupun pelayanannya, mantap
5;Perlu peningkatan lebih lagi, tapi keseluruhan oke bangett
3;Mantap
1;Makin jelek aja, tiba2 disuruh aktivasi ulang, udh aktivasi ttp ga bs, hadeh gmn bs lancar make ny kl sistem ny aja ga beres
1;Eror mulu
5;Bagus. Ditunggu update berikutnya
2;Tolong jangan terlalu sering aktivasi ulang... Kadang ada waktu dimana aplikasi ini sangat diperlukan, tetapi setiap kali akan di gunakan harus aktivasi ulang.. Mohon di perbaiki dan ditingkatkan lagi... Terimakasih...
5;Sangat membantu....terimakasih mobile banking sumsel babel.......mantap.
4;Gagal aktifvasi sms masuk
2;Kenapa setiap aktifasi, aplikasi menutup sendiri.. Tidak bisa masuk mobile banking😭
4;Bank paling parah paling buruk paling lelet
3;Kenapa seever selalu dalam pemeliharaan
5;Sangat membantu
1;Eror
5;Good
1;Kenapa ya pada saat mau masuk akun eror terus ,tolong beri penjelasannya
5;Bagus
1;Klw ga bisa buat aplikasi..ga usah banyak ide...setingkat bank kok aplikasinya kaleng kaleng.bank sumsel babel ganti aja..buat bank baru aja..bank babel. Kan dah provinsi sendiri..malu maluin aja aplikasinya
1;Aktivasi tidak bisa. Masa tidak di temukan. Aneh
1;Hai tadinya saya tertarik makek apps ini setelah saya baca beberapa ulesan semua pd ngeluh&gk ada jawaban samasekali,,,urung saya donload appsnya...
5;ok
5;Kak cara aktifkan no hp bagaimana kak ya?
1;Sangat kecewa, saya isi pulsa dengan aplikasi bsb tidak gagal dengan alasan mpin dan otp tidak valid namun ketika dicek saldo berkurang 75rb sesuai pulsa yang saya bayar tadi, sangat mengecewakan dan ini sdh terjadi 2 kali
1;Gimana cara ny cek saldo
5;Top
1;Apklikasi tidak bermuti
1;Udh k blokir kali ke dua gara2 nunggu sms OTP lama. Akun k blokir br sms OTP muncul. Ribet amat ye mau transaksi, mengecewakan amat. Mohon tingkatkan lg pelayanan thd konsumen
1;So BAD So BAD Keseringan banget transaksi gagal, tapi saldo berkurang Kudu laporan dulu 14 hari kemudian baru di proses kembalikan.. Dikit-dikit minta upgrade.
1;tidak bisa daftar!
1;Aplikasi sampah gak guna bikin pusing aja
5;Baik
3;Ribet banget, mau kirim rekening baru aja harus daftar in dulu trus otp manual, udh registrasi br kirim lagi trus otp manual lg. Smg kedepannya OTPnya lgsg otomatis
1;Gimana sih tolong admin di perbaiki aplikasinya. Kenapa banyak orang merasa kesulitan
3;Server suka bermasalah
1;Transaksinya ribet, mau transfer harus daftarin no rekening dl
5;Sms bekingnya sdh ada dulunya tapi hilang sendir.
5;Oke
5;👍👍👍
5;Error terus
5;Lumayan membantu
1;Baru download tapi gak bisa aktivasi..data tdk ditemukan🤔
5;Good
5;bsb mobile mantap
5;Ok
1;Aktivasi harus ke bank.setelah di aktivasi 1 atau 2 bulan minta diaktivasi lagi.sering error
1;Tolonglah gimana ini, transaksi di ATM error, di app bsb error haduh
5;Bank sumsel pelanyanannya memuaskan
1;Aplikasi kampret
3;Saya kurang puas lyanan ini dkit mao di prubrui truss kdang eror ini sip dkit slah pcet dikit bisa bisa di sekali lagi. Mhon mf atas apliksi ini biar nasabanya biar nyman pkainya
3;Saya kecewa baru jg make mbanking, gak bs masuk harus aktivasi ulang, mo aktivasi ulang jg gak bisa, apa harus balik ke bank lg😥
1;Saya sudah instal tapi pas aktivasi data malah tidak ditemukan. Apaan ini aplikasi tidak membantu sama sekali.
5;Dari jm 1 saya dowt lom msuk2
5;sangat memuaskan
1;Tidak bs aktivasi mob banking, abal-abal...
1;Jelek
5;sangat baik dan sangat membantu bagi nasabah
4;Coba dl
1;Sangat kecewa dengan pelayanan yang karyawan anda berikan di bank, ketika saya mau buka rekening hanya disuruh mengisi data, tidak menjelaskan bagaimana rician biaya, potongan apa perbulan dan maksimal penarikan perhari bahkan tidak memberikan senyum dan sapaan, maupun dalam aplikasi, selalu tidak pernah terhubung dengan call center.
1;Kenapa disuruh aktivasi berulang ulang
1;App banking terparah dan terburuk dari semua app banking :)
5;Gogogurubota
1;Tidak bisa transfer. Selalu eror!!! Saya kecewa
4;Pelayanan baik
1;APLIKASI DAK BEGUNO. APLIKASI KATEK GUNO, LEMAK TUTUP BAE APLIKASI INTERNET BANKING INI, PEGAWAINYO SENGAK GALO, ASAK KITO NANYO DIO NA MENANG DWEK TULA, BANGSO IDAK KEBIJAKAN KANTOR MAKEK BANK INI MAHAB BAE NIAN NA MKEK BANK INI, TEPAKSO BE
5;Selalau membantu masalah ekonomi kami
3;Mantap
1;ribet. melakukan transaksi tidak se simpel seperti di ATM
2;Bintang 2.. coba aplikasi bank SumselBabel pertama kali
5;Memuaskan
1;Saya isi pulsa 20.000 terkirim dua kali, saldo saya berkurang tapi pulsanya ngak masuk. Mengecewakan..apa ada solusinya?
1;Aplikasi banking saya sring erorr tdk bisa di buka Tulisannya di bklokir sdah berulang kali ke bank jauh2 cmn benerin banking tapi smpai rmh kmbali erorr dn eror lagi.
1;Mau masuk gak bisa , padahal baru download dan di perizinan handpone sdh clear semua tp masih gak bisa masuk Bagaimana ini?
5;Sangat baik
1;Mengesalkan..... selalu ga bisanyambung.... selalu gagal....
1;Setelah di upgrade malah ga bisa masuk aplikasi.,erroorrr...
5;👍👍👍👍👍👍👍👍👍👍
1;tidak bisa registrasi karna meminta setelan izin.
1;Ga bisa aktivasi padahal no rek sudah benar
1;Bisa gak gak aktivasi ulang terus Repot tau gak
3;77 cc
1;Sulit masuk setelah aktivasi selalu kembali ke tampilan awal aplikasinya apa mesti aplikasi ulang ke kantor cabang bikin ribet saja
1;Saran saya jng pernah nabung dan hutang di bank ini!!! Betul2 nyekik, aplikasi sering error, atmnya sering error, ribet urusannya...
2;Data dak ditemukan pas aktivasi. Manajemen database aplikasi buruk. Perbaiki kalo niat bagus.
2;Minta perizinan terus, setwlah diperbaharui.
3;Tolong diperbaiki, kenapa setiap mau transaksi tdk muncul kode sms(eror)
5;apa bisa pembayaran gas petro prabu melalui aplikasi ini?
5;Good
1;Gimana ceritanya baru instal aplikasi ini kok gak bisa masuk ap harus daftr
5;😘
1;Good
5;Mdh digunakan
1;ribet, terlalu sering aktivasi
5;kacau
5;good
2;Mohon lakukan sebaik mungkin ya...
5;Terimakasih Sangat membantu 👍👍
3;Sebelumnya saya telah da download tpi skrng gak bisa di download lgi .... Ada apa yaa
5;Ok
2;Aplikasi ini sangat perlu krn sy PNS (terpaksa...) terlalu sering gangguan apalagi hari libur awal/akhir bulan, alurnya tidak praktis pemberitahuan transaksi ke email tdk kami terima pd akhir2 ini pdhal sgt di butuhkan... #Keseringan Kecewa....
3;Sangat membantu sekali aplikasinya. Namun kalo Lg emergency kadang suka error aplikasinya dan sering minta update...😐
5;Alhamdulillah. Memudahkan dalam bertransaksi... Terima kasih
4;Aplikasi suda membantu tapi masi masi banyak yang harus diperbaiki,seperti tidak bisa transfer ke bank btpn jenius agak kecewa jadinya
5;Cuman susah transfer
3;Knp selalu jaringan yg bermasalah, aktivasi trus
5;Sangat membantu
5;Bagus kok aplikasi ini, saya sudah coba dan tidak ada sama sekali ada kendala. Terima kasih bank sumsel babel
5;Mantap
5;sangat membantu
2;Dilengkapi lagi aplikasinya
1;Gagal maning
1;Error terus!!!.. Saya mau tanya kenapa saya beli voucher pulsa peringatan error tapi saldo udah berkurang pulsa enggak masuk dan di grafik pengeluaran enggak tercatat pembelian pulsany . Dan yang paling penting pulsa lari kemana . tolong dong di jwb dan di kasih solusinya kan lumayan pulsa 150 ribu???? Tolong donk di perbaiki masak setiap ngisi pulsa yg 75 ribu selalu error yg kmarin aja blm di kembaliin skrg sudah ilang 75 ribu lagi tolong donk secepatnya di perbaiki 225 ribu saldo saya gk jls!
1;kecewa saya beli pulsa 2 kali.. katanya kode transaksi gagal tidak ada ..pulsa gknyampe tp saldo kepotong, huh!!!
4;Coba dulu.
1;Kalau berhasil tambah lagi bintangnya
1;saya bingung dg aplikasi ini padahal signal banyak tapi setiap masuk akun jaringan eror padahal saya sngt butuh aplikasi ini
5;Mantap....sangat membantu
3;Aplikasi ny berat, terus harus beberapa kali di coba baru bisa, coba dong di perbaiki aplikasi ny karna saya sangat membutuhkan aplikasi ini, apalagi dgn kondisi saya yg jauh dri kota
5;Mantap
3;Karena sll bermasalah utk aktivitas
1;Dia minta aktivasi akun tapi data gak di temukan, ya udah aku tunggu selepeas aku solat tetep gak bisa ya udah aku apis deh. Saya mewakili teman2 yg senasib dengan saya ulasan kami jangan cuma di baca. Sekian
1;Aplikasi gagal.. Gak bisa di pakai...aktivasi terus gak ada guna
1;Sering minta aktivasi ulang, tapi tidak ada tempat untuk memasukkan kode aktivasi. Aneh. Mohon diperbaiki.
1;Kenapa ya pda saat sya mau masuk gak bisa tidak di temukan trus Msalah ny di mna pdhal syg sdh masukin no kartu atmnya ad yg bisa kasih saran spya bisa masuk.
1;Error terus
5;Bagus
3;Terima kasih untuk fitur2 yang diberikan. Saran saya selaku nasabah aktif pengguna M-Banking Sumsel Babel, adanya penambahan fitur riwayat transaksi (transfer/menerima transferan dri rekening lain) yang menampilkan informasi detail waktu, no rekening & nama. Tentu akan repot sekali jika lupa download bukti transaksi misal transfer dsb. Mohon ditindak lanjuti. Terima kasih.
5;Mantap
1;Koq error ya gak bisa dibuka aplikasinya ???? Tolong bantu perbaikin dari pihak aplikasiny
1;The best
1;Gak bisa aktivasi ulang, isinya juga gak lengkap... Mohon di perbaiki segera, bagaimana kami bisa menjual produk aplikasi seperti ini..
5;Sangat membantu, hanya saja masih lambat responnya
5;Good
5;Pertama aq kasih bintang 1. Krn setelah update gak bisa masuk. Ternyata setelah update lagi, terus lativasi dg no rekening langsung bisa login. Selamat mencoba!
5;Mantaap
1;Maaf saya kecewa memakainya. Krna ketika ingin digunakan selalu saja ada masalah. Sllu mnta di aktifasi, jaringan eror, ketika sudahh aktifasi namun tidak tertera tempat untuk mengetik kodenya. Tolong diperbaiki agar nasabahnyaman memakainya. Trima
5;Terimakasih atas perbaikanya
5;Susah mendowload
1;Akun diblokir padahal password saya tidak salah..sangat kecewa..susah payah ngantri buat mobile banking...ehh pas pakai berapa kali terblokir..kecewa
1;Di update kok jd error
1;Aplikasinya error di suruh update malah nggak bisa login
1;Goblok
1;Sering gangguan, Selalu minta aktifasi Selalu gagal login Kecewa
1;kebanyakan update kayaknya ni
5;Oke, aplikasi sudah bisa login lagi
1;Ini aplikasi error terus, amatiran
1;Saya sdh sampe 3 kali masukkan norek ke aplikasi untuk update, dpt sms, untuk kode aktifasi tpi g tahu mau di masukkan kemana. Soalnya g ada perintah lebih lanjut di aplikasi. Alhasil BSB saya blm bisa di pake lgi
1;Selalu error
1;di suruh aktivasi tapi malah eror mulu, benerin dong woi
5;Mantap
1;Tibatiba minta aktivasi ulang, dan sekarang saya tidak bisa aktivasi karna aplikasi berhenti otomatis
1;tolong pihak bank sumselbabel untuk review lagi pengembang aplikasi ini atau tim IT yg bertanggung jawab atas aplikasi ini, setelah update malah tidak bisa digunakan. disaat pandemi yang memaksa untuk tetap dirumah, tetapi aplikasi malah tidak bisa digunakan. sangat sangat merugikan nasabah.
1;Awalnya error setiap mau dibuka, trus dicek ternyata disuruh upgrade, eh setelah di upgrade malah disuruh aktivasi ulang, setelah dicoba melakukan aktivasi berulang kali, nampaknya tidak bisa dilakukan aktivasi sendiri melainkan harus kekantor cabang, kan ribet😂
5;Sangat mudah dan bermanfaat bagi nasabah
1;tidak bisa log in, mintak di update. abis update, disuruh atlktivasi ulang.. bukan dipermudah, malah dipersulit
1;Jujur aplikasi sangat membantu, tapi mungkin setelah update jadi error gak bisa digunakan tolong perbaiki
1;Lagi pandemi covid 19 malah harus aktivasi ulang 😏 Harus k bank lagi 😏😏
1;ini aplikasinya bobrok bener sih, cuma ngmbil keuntungan aja dri konsumen, tpi pelayanan onlinenya kacau, di telpon call center jg gk bisa, aplikasi abal2 ini
1;Terjadi kesalahan di sistem kami
1;Aktivasi error
1;bermasalah pada saat aktivasi akun! setelah masukkan nomor rekening, dan muncul sms notifikasi, tampilan aplikasi kembali ke tampilan masukkan nomor rekening lagi,, tampilan waktunya hilang, jadi ga ada buat di klik, gitu aja trus... tolong fix segera!
1;Pdhl jaringan bagus dan aku buka m-banking yg lain bisa aja ehh buka BSB malah bilang koneksi nggak bagus. Mohon segera perbaiki min.
1;Setelah di update..selalu minta aktivasi..aktivasi...aktivasi...aktivasi...aktivasi...aktivasi...aktivasi...aktivasi...
5;Sangat memudahkan
1;"Kenapa tidak bisa login? Ketika mau klik login ada tulisan ""cek koneksi internet dan silakan coba lagi"" Padahal jaringan internet kuat."
5;Memberi manfaat
5;Nyaman dan aman tp koq sering gangguan
5;GOOD APLICATION
5;Assalamualaikum Wr. Wb, Sangat berguna walaupun di pelosok bisa mengecek saldo asal terhubung inet dan ada sms banking tanpa internet.. Tapi layanan kerja sma seperti belanja online harus ada dunk... Biar lebih wahh dan mudah belanja online or bayar online. Terima kasih sebelumnya... Waalaikum salam Wr. Wb.
1;Baru kali ini ngasih nilai bintang 1 buat aplikasi. Sebelum diupdate ga bisa login, eror. Setelah diupdate mala tambah parah. Harus aktivasi ulang, sudah dapet kode aktivasi mala ga ada tempat buat masukin kode aktivasinya, kan lucuu bangeet. Disuruh aktivasi, pas udah dapet kode mala ga bisa dimasukin 😂 Salah diaplikasi eh kitanya disuruh datang ke kantor cabang, lagi pandemi gini kan males banget ke kantor cabang. 😣
4;Jika bagus aku tambah
1;Kwalitas Buruk... Disuruh update malah minta aktivasi ulang, harus ke CS juga.. 😤😤😤, Nasabah dibuat capek harus ke kantor lagi
5;Mantap betul
1;sangat payah buat emosi aja
1;BRImo bs kok BSB malah nyuruh periksa jaringan mana ni h BSB tmbh ga cepat layanannya
1;Update ny malah jadi tambah error saja. Gak bisa di gunakan. Gak bisa login jadinya. Gimana nii solusinya BSB
1;perbaiki bugsnya, ini aplikasi error trus...setelah update di minta registrasi ulang,saat registrasi ulang malah aplikasi terhenti...gitu trus smpe bosen...
5;dengan bsb mempermdh transksi
5;Cukup terbantu transaksi perbankan
1;Jadi aplikasi sampah deh gara-gara diupdate
1;Maaf dikasih bintang satu, soalnya gk bisa di aktivasi lagi setelah di update. Uda ke CS banknya pun tetep percuma aja, gk bisa juga.
1;Maaf aku turuni bintangnya. Sudah di update. Di aktivasi ulang balik lagi ke menu aktivasi. Padahal sms validasinya sudah masuk. Kok jadi memgecewakan aplikasi bsb ini😔😔
2;Setelah update diminta untk aktivasi ulang, namun selalu error'.. jd saya hapus Tris download lagi, n saat ingin aktivasi ulang masih error jg.. Jd skrg saya tdk bisa mengunakan bsb mbankingnya.. ini gimana? Kenapa selalu error..
1;Bebener dikit buat aplikasi tu..banyaklah erornyo aplikasi bank sumsel ni..belajar dari bank laen cubo
1;Sudah update malah gak bisa dipakek gimana ini??? Padahal butuh banget
1;Gangguan terus
1;Aplikasi ini sangat dan sangat jelek,,diminta aktivasi tp error teruz,,sdh update tp masih...utk apa ada aplikasi yg tdk bs mempermudah nasabah...
1;Aps bermasalah, tidak bisa dibuka. Giliran dkirimi email keluhan ke developer tidak bisa, alasannya emailnya full. Maunya gimana sih?
1;Aplikasi sering gangguan,lemot
3;Mohon dong pencerahannya, kenapa sekarang susah kali login aplikasinya. Malah muncul pesan periksa koneksi anda. Padahal jaringannya bagus.
2;Lemot banget woy sekarang sejak update terakhir...parah parah tim itnya gobloknya ngga ketulungan,benahi aplikasi kayak gini aja kelabakan.belajar sono ama BJB kalo mk buat aplikasi.kesel nian aku.
1;Kok dk biso login
5;Menjadikan transaksi lebih mudah
1;Masukin no kartu utk aktivikasi, malah data nggak ditemukan, giliran pakek no rek bisa, tapi ttp ajj nggak bisa masuk,
1;Sering kali minta aktivasi dan sulit dibuka jika sinyal kecil
1;Ini bagaimana aplikasi ini, setelah di update nggak bisa digunakan, disuruh aktivasi ulang tp nggak ada tempat kolom kode aktivasinya, bagaimana ini BSB, bank daerah payah nih...
1;Tidak bisa masuk LG setelah ganti hp
5;Biasanya lancar tapi sekarang harus aktivasi ulang
5;Siiip
5;Sangant membantu..
1;Kenapa setelah diupdate malah harus aktivasi ulang,, sedangkan buku tabungan saya diluar kota, saya tidak bisa kembali karena sedang ada psbb. Benar2 menyusahkan, nyesel saya update. Gmn pertanggungjawabannya ini
5;ok
5;Mantap
5;good app
1;Sering error, mau masuk loadingnya lama, padahal internetnya lancar,
2;Sdh instal ko ga bisa buka ya
3;Harus aktivasi sampe 10x baru bisa dipake
1;Payah ni minta aktivasi mulu, giliran diaktivasi malah keluar sendiri aplikasinya
1;Setelah update malah ndak bisa ngecek saldon sama transfer nyesel udah di update
1;jarang dipake, pas dipake sering banger invalid version, mesti update terus.. dan jg kalo mau transfer ke no rek yg baru, mesti didaftarim dulu.. ini aplikasi m.banking terribet yg pernah kumiliki.. trus aktivasinya erorr mulu.. dikit2 aktivasi, tp pas diaktivasi malah susah, ngulang2 terus sampe jempol jebol
4;Bagus
1;Lol lah masa mau update pasword masalah jaringan Mulu padahal jaringan lancar
