,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
2516,1,"Baru kali ini ngasih nilai bintang 1 buat aplikasi. Sebelum diupdate ga bisa login, eror. Setelah diupdate mala tambah parah. Harus aktivasi ulang, sudah dapet kode aktivasi mala ga ada tempat buat masukin kode aktivasinya, kan lucuu bangeet. Disuruh aktivasi, pas udah dapet kode mala ga bisa dimasukin 😂 Salah diaplikasi eh kitanya disuruh datang ke kantor cabang, lagi pandemi gini kan males banget ke kantor cabang. 😣","baru kali ini ngasih nilai bintang 1 buat aplikasi. sebelum diupdate ga bisa login, eror. setelah diupdate mala tambah parah. harus aktivasi ulang, sudah dapet kode aktivasi mala ga ada tempat buat masukin kode aktivasinya, kan lucuu bangeet. disuruh aktivasi, pas udah dapet kode mala ga bisa dimasukin 😂 salah diaplikasi eh kitanya disuruh datang ke kantor cabang, lagi pandemi gini kan males banget ke kantor cabang. 😣",baru kali ini ngasih nilai bintang   buat aplikasi  sebelum diupdate ga bisa login  eror  setelah diupdate mala tambah parah  harus aktivasi ulang  sudah dapet kode aktivasi mala ga ada tempat buat masukin kode aktivasinya  kan lucuu bangeet  disuruh aktivasi  pas udah dapet kode mala ga bisa dimasukin   salah diaplikasi eh kitanya disuruh datang ke kantor cabang  lagi pandemi gini kan males banget ke kantor cabang,baru kali ini ngasih nilai bintang   buat aplikasi  sebelum diupdate ga bisa login  eror  setelah diupdate mala tambah parah  harus aktivasi ulang  sudah dapet kode aktivasi mala ga ada tempat buat masukin kode aktivasinya  kan lucuu bangeet  disuruh aktivasi  pas udah dapet kode mala ga bisa dimasukin   salah diaplikasi eh kitanya disuruh datang ke kantor cabang  lagi pandemi gini kan males banget ke kantor cabang,"['baru', 'kali', 'ini', 'ngasih', 'nilai', 'bintang', 'buat', 'aplikasi', 'sebelum', 'diupdate', 'ga', 'bisa', 'login', 'eror', 'setelah', 'diupdate', 'mala', 'tambah', 'parah', 'harus', 'aktivasi', 'ulang', 'sudah', 'dapet', 'kode', 'aktivasi', 'mala', 'ga', 'ada', 'tempat', 'buat', 'masukin', 'kode', 'aktivasinya', 'kan', 'lucuu', 'bangeet', 'disuruh', 'aktivasi', 'pas', 'udah', 'dapet', 'kode', 'mala', 'ga', 'bisa', 'dimasukin', 'salah', 'diaplikasi', 'eh', 'kitanya', 'disuruh', 'datang', 'ke', 'kantor', 'cabang', 'lagi', 'pandemi', 'gini', 'kan', 'males', 'banget', 'ke', 'kantor', 'cabang']","['baru', 'kali', '', 'ngasih', 'nilai', 'bintang', 'buat', 'aplikasi', '', 'diupdate', 'ga', '', 'login', 'eror', '', 'diupdate', 'mala', 'tambah', 'parah', '', 'aktivasi', 'ulang', '', 'dapet', 'kode', 'aktivasi', 'mala', 'ga', '', 'tempat', 'buat', 'masukin', 'kode', 'aktivasinya', 'kan', 'lucuu', 'bangeet', 'disuruh', 'aktivasi', 'pas', 'udah', 'dapet', 'kode', 'mala', 'ga', '', 'dimasukin', 'salah', 'diaplikasi', 'eh', 'kitanya', 'disuruh', 'datang', '', 'kantor', 'cabang', '', 'pandemi', 'gini', 'kan', 'males', 'banget', '', 'kantor', 'cabang']","['baru', 'kali', '', 'ngasih', 'nilai', 'bintang', 'buat', 'aplikasi', '', 'diupdate', 'ga', '', 'login', 'eror', '', 'diupdate', 'mala', 'tambah', 'parah', '', 'aktivasi', 'ulang', '', 'dapet', 'kode', 'aktivasi', 'mala', 'ga', '', 'tempat', 'buat', 'masukin', 'kode', 'aktivasinya', 'kan', 'lucuu', 'bangeet', 'suruh', 'aktivasi', 'pas', 'udah', 'dapet', 'kode', 'mala', 'ga', '', 'dimasukin', 'salah', 'aplikasi', 'eh', 'kita', 'suruh', 'datang', '', 'kantor', 'cabang', '', 'pandemi', 'gin', 'kan', 'males', 'banget', '', 'kantor', 'cabang']",baru kali  ngasih nilai bintang buat aplikasi  diupdate tidak  login eror  diupdate mala tambah parah  aktivasi ulang  dapet kode aktivasi mala tidak  tempat buat masukin kode aktivasinya kan lucuu bangeet suruh aktivasi pa udah dapet kode mala tidak  dimasukin salah aplikasi eh kita suruh datang  kantor cabang  pandemi gin kan male banget  kantor cabang
2517,4,Jika bagus aku tambah,jika bagus aku tambah,jika bagus aku tambah,jika bagus aku tambah,"['jika', 'bagus', 'aku', 'tambah']","['', 'bagus', 'aku', 'tambah']","['', 'bagus', 'aku', 'tambah']", bagus aku tambah
2518,1,"Kwalitas Buruk... Disuruh update malah minta aktivasi ulang, harus ke CS juga.. 😤😤😤, Nasabah dibuat capek harus ke kantor lagi","kwalitas buruk... disuruh update malah minta aktivasi ulang, harus ke cs juga.. 😤😤😤, nasabah dibuat capek harus ke kantor lagi",kwalitas buruk    disuruh update malah minta aktivasi ulang  harus ke cs juga        nasabah dibuat capek harus ke kantor lagi,kwalitas buruk    disuruh update malah minta aktivasi ulang  harus ke cs juga        nasabah dibuat capek harus ke kantor lagi,"['kwalitas', 'buruk', 'disuruh', 'update', 'malah', 'minta', 'aktivasi', 'ulang', 'harus', 'ke', 'cs', 'juga', 'nasabah', 'dibuat', 'capek', 'harus', 'ke', 'kantor', 'lagi']","['kwalitas', 'buruk', 'disuruh', 'update', 'malah', 'minta', 'aktivasi', 'ulang', '', '', 'cs', '', 'nasabah', 'dibuat', 'capek', '', '', 'kantor', '']","['kwalitas', 'buruk', 'suruh', 'update', 'malah', 'minta', 'aktivasi', 'ulang', '', '', 'cs', '', 'nasabah', 'buat', 'capek', '', '', 'kantor', '']",kwalitas buruk suruh update malah minta aktivasi ulang   c  nasabah buat capek   kantor 
2519,5,Mantap betul,mantap betul,mantap betul,mantap betul,"['mantap', 'betul']","['mantap', 'betul']","['mantap', 'betul']",mantap betul
2520,1,sangat payah buat emosi aja,sangat payah buat emosi aja,sangat payah buat emosi aja,sangat payah buat emosi aja,"['sangat', 'payah', 'buat', 'emosi', 'aja']","['sangat', 'payah', 'buat', 'emosi', 'aja']","['sangat', 'payah', 'buat', 'emosi', 'aja']",sangat payah buat emosi aja
2521,1,BRImo bs kok BSB malah nyuruh periksa jaringan mana ni h BSB tmbh ga cepat layanannya,brimo bs kok bsb malah nyuruh periksa jaringan mana ni h bsb tmbh ga cepat layanannya,brimo bs kok bsb malah nyuruh periksa jaringan mana ni   bsb tmbh ga cepat layanannya,brimo bs kok bsb malah nyuruh periksa jaringan mana ni   bsb tmbh ga cepat layanannya,"['brimo', 'bs', 'kok', 'bsb', 'malah', 'nyuruh', 'periksa', 'jaringan', 'mana', 'ni', 'bsb', 'tmbh', 'ga', 'cepat', 'layanannya']","['brimo', 'bs', 'kok', 'bsb', 'malah', 'nyuruh', 'periksa', 'jaringan', 'mana', 'ni', 'bsb', 'tmbh', 'ga', 'cepat', 'layanannya']","['brimo', 'bs', 'kok', 'bsb', 'malah', 'nyuruh', 'periksa', 'jaring', 'mana', 'ni', 'bsb', 'tmbh', 'ga', 'cepat', 'layan']",brimo b kok bsb malah nyuruh periksa jaring mana ini bsb tmbh tidak cepat layan
2522,1,Update ny malah jadi tambah error saja. Gak bisa di gunakan. Gak bisa login jadinya. Gimana nii solusinya BSB,update ny malah jadi tambah error saja. gak bisa di gunakan. gak bisa login jadinya. gimana nii solusinya bsb,update ny malah jadi tambah error saja  gak bisa di gunakan  gak bisa login jadinya  gimana nii solusinya bsb,update ny malah jadi tambah error saja  gak bisa di gunakan  gak bisa login jadinya  gimana nii solusinya bsb,"['update', 'ny', 'malah', 'jadi', 'tambah', 'error', 'saja', 'gak', 'bisa', 'di', 'gunakan', 'gak', 'bisa', 'login', 'jadinya', 'gimana', 'nii', 'solusinya', 'bsb']","['update', 'ny', 'malah', 'jadi', 'tambah', 'error', '', 'gak', '', '', 'gunakan', 'gak', '', 'login', 'jadinya', 'gimana', 'nii', 'solusinya', 'bsb']","['update', 'ny', 'malah', 'jadi', 'tambah', 'error', '', 'gak', '', '', 'guna', 'gak', '', 'login', 'jadi', 'gimana', 'nii', 'solusi', 'bsb']",update ny malah jadi tambah error  gak   guna gak  login jadi gimana nii solusi bsb
2523,1,"perbaiki bugsnya, ini aplikasi error trus...setelah update di minta registrasi ulang,saat registrasi ulang malah aplikasi terhenti...gitu trus smpe bosen...","perbaiki bugsnya, ini aplikasi error trus...setelah update di minta registrasi ulang,saat registrasi ulang malah aplikasi terhenti...gitu trus smpe bosen...",perbaiki bugsnya  ini aplikasi error trus   setelah update di minta registrasi ulang saat registrasi ulang malah aplikasi terhenti   gitu trus smpe bosen,perbaiki bugsnya  ini aplikasi error trus   setelah update di minta registrasi ulang saat registrasi ulang malah aplikasi terhenti   gitu trus smpe bosen,"['perbaiki', 'bugsnya', 'ini', 'aplikasi', 'error', 'trus', 'setelah', 'update', 'di', 'minta', 'registrasi', 'ulang', 'saat', 'registrasi', 'ulang', 'malah', 'aplikasi', 'terhenti', 'gitu', 'trus', 'smpe', 'bosen']","['perbaiki', 'bugsnya', '', 'aplikasi', 'error', 'trus', '', 'update', '', 'minta', 'registrasi', 'ulang', '', 'registrasi', 'ulang', 'malah', 'aplikasi', 'terhenti', 'gitu', 'trus', 'smpe', 'bosen']","['baik', 'bugsnya', '', 'aplikasi', 'error', 'trus', '', 'update', '', 'minta', 'registrasi', 'ulang', '', 'registrasi', 'ulang', 'malah', 'aplikasi', 'henti', 'gitu', 'trus', 'smpe', 'bosen']",baik bugsnya  aplikasi error terus  update  minta registrasi ulang  registrasi ulang malah aplikasi henti gitu terus smpe bosen
2524,5,dengan bsb mempermdh transksi,dengan bsb mempermdh transksi,dengan bsb mempermdh transksi,dengan bsb mempermdh transksi,"['dengan', 'bsb', 'mempermdh', 'transksi']","['', 'bsb', 'mempermdh', 'transksi']","['', 'bsb', 'mempermdh', 'transksi']", bsb mempermdh transksi
2525,5,Cukup terbantu transaksi perbankan,cukup terbantu transaksi perbankan,cukup terbantu transaksi perbankan,cukup terbantu transaksi perbankan,"['cukup', 'terbantu', 'transaksi', 'perbankan']","['cukup', 'terbantu', 'transaksi', 'perbankan']","['cukup', 'bantu', 'transaksi', 'perban']",cukup bantu transaksi perban
2526,1,Jadi aplikasi sampah deh gara-gara diupdate,jadi aplikasi sampah deh gara-gara diupdate,jadi aplikasi sampah deh gara gara diupdate,jadi aplikasi sampah deh gara gara diupdate,"['jadi', 'aplikasi', 'sampah', 'deh', 'gara', 'gara', 'diupdate']","['jadi', 'aplikasi', 'sampah', 'deh', 'gara', 'gara', 'diupdate']","['jadi', 'aplikasi', 'sampah', 'deh', 'gara', 'gara', 'diupdate']",jadi aplikasi sampah deh gara gara diupdate
2527,1,"Maaf dikasih bintang satu, soalnya gk bisa di aktivasi lagi setelah di update. Uda ke CS banknya pun tetep percuma aja, gk bisa juga.","maaf dikasih bintang satu, soalnya gk bisa di aktivasi lagi setelah di update. uda ke cs banknya pun tetep percuma aja, gk bisa juga.",maaf dikasih bintang satu  soalnya gk bisa di aktivasi lagi setelah di update  uda ke cs banknya pun tetep percuma aja  gk bisa juga,maaf dikasih bintang satu  soalnya gk bisa di aktivasi lagi setelah di update  uda ke cs banknya pun tetep percuma aja  gk bisa juga,"['maaf', 'dikasih', 'bintang', 'satu', 'soalnya', 'gk', 'bisa', 'di', 'aktivasi', 'lagi', 'setelah', 'di', 'update', 'uda', 'ke', 'cs', 'banknya', 'pun', 'tetep', 'percuma', 'aja', 'gk', 'bisa', 'juga']","['maaf', 'dikasih', 'bintang', 'satu', 'soalnya', 'gk', '', '', 'aktivasi', '', '', '', 'update', 'uda', '', 'cs', 'banknya', '', 'tetep', 'percuma', 'aja', 'gk', '', '']","['maaf', 'kasih', 'bintang', 'satu', 'soal', 'gk', '', '', 'aktivasi', '', '', '', 'update', 'uda', '', 'cs', 'bank', '', 'tetep', 'percuma', 'aja', 'gk', '', '']",maaf kasih bintang satu soal tidak   aktivasi    update uda  c bank  tetep percuma aja tidak  
2528,1,Maaf aku turuni bintangnya. Sudah di update. Di aktivasi ulang balik lagi ke menu aktivasi. Padahal sms validasinya sudah masuk. Kok jadi memgecewakan aplikasi bsb ini😔😔,maaf aku turuni bintangnya. sudah di update. di aktivasi ulang balik lagi ke menu aktivasi. padahal sms validasinya sudah masuk. kok jadi memgecewakan aplikasi bsb ini😔😔,maaf aku turuni bintangnya  sudah di update  di aktivasi ulang balik lagi ke menu aktivasi  padahal sms validasinya sudah masuk  kok jadi memgecewakan aplikasi bsb ini,maaf aku turuni bintangnya  sudah di update  di aktivasi ulang balik lagi ke menu aktivasi  padahal sms validasinya sudah masuk  kok jadi memgecewakan aplikasi bsb ini,"['maaf', 'aku', 'turuni', 'bintangnya', 'sudah', 'di', 'update', 'di', 'aktivasi', 'ulang', 'balik', 'lagi', 'ke', 'menu', 'aktivasi', 'padahal', 'sms', 'validasinya', 'sudah', 'masuk', 'kok', 'jadi', 'memgecewakan', 'aplikasi', 'bsb', 'ini']","['maaf', 'aku', 'turuni', 'bintangnya', '', '', 'update', '', 'aktivasi', 'ulang', 'balik', '', '', 'menu', 'aktivasi', 'padahal', 'sms', 'validasinya', '', 'masuk', 'kok', 'jadi', 'memgecewakan', 'aplikasi', 'bsb', '']","['maaf', 'aku', 'turun', 'bintang', '', '', 'update', '', 'aktivasi', 'ulang', 'balik', '', '', 'menu', 'aktivasi', 'padahal', 'sms', 'validasinya', '', 'masuk', 'kok', 'jadi', 'memgecewakan', 'aplikasi', 'bsb', '']",maaf aku turun bintang   update  aktivasi ulang balik   menu aktivasi padahal sm validasinya  masuk kok jadi memgecewakan aplikasi bsb 
2529,2,"Setelah update diminta untk aktivasi ulang, namun selalu error'.. jd saya hapus Tris download lagi, n saat ingin aktivasi ulang masih error jg.. Jd skrg saya tdk bisa mengunakan bsb mbankingnya.. ini gimana? Kenapa selalu error..","setelah update diminta untk aktivasi ulang, namun selalu error'.. jd saya hapus tris download lagi, n saat ingin aktivasi ulang masih error jg.. jd skrg saya tdk bisa mengunakan bsb mbankingnya.. ini gimana? kenapa selalu error..",setelah update diminta untk aktivasi ulang  namun selalu error    jd saya hapus tris download lagi    saat ingin aktivasi ulang masih error jg   jd skrg saya tdk bisa mengunakan bsb mbankingnya   ini gimana  kenapa selalu error,setelah update diminta untk aktivasi ulang  namun selalu error    jd saya hapus tris download lagi    saat ingin aktivasi ulang masih error jg   jd skrg saya tdk bisa mengunakan bsb mbankingnya   ini gimana  kenapa selalu error,"['setelah', 'update', 'diminta', 'untk', 'aktivasi', 'ulang', 'namun', 'selalu', 'error', 'jd', 'saya', 'hapus', 'tris', 'download', 'lagi', 'saat', 'ingin', 'aktivasi', 'ulang', 'masih', 'error', 'jg', 'jd', 'skrg', 'saya', 'tdk', 'bisa', 'mengunakan', 'bsb', 'mbankingnya', 'ini', 'gimana', 'kenapa', 'selalu', 'error']","['', 'update', 'diminta', 'untk', 'aktivasi', 'ulang', '', 'selalu', 'error', 'jd', '', 'hapus', 'tris', 'download', '', '', '', 'aktivasi', 'ulang', '', 'error', 'jg', 'jd', 'skrg', '', 'tdk', '', 'mengunakan', 'bsb', 'mbankingnya', '', 'gimana', '', 'selalu', 'error']","['', 'update', 'minta', 'untk', 'aktivasi', 'ulang', '', 'selalu', 'error', 'jd', '', 'hapus', 'tris', 'download', '', '', '', 'aktivasi', 'ulang', '', 'error', 'jg', 'jd', 'skrg', '', 'tdk', '', 'mengunakan', 'bsb', 'mbankingnya', '', 'gimana', '', 'selalu', 'error']", update minta untk aktivasi ulang  selalu error jd  hapus tris download    aktivasi ulang  error jg jd skrg  tidak  mengunakan bsb mbankingnya  gimana  selalu error
2530,1,Bebener dikit buat aplikasi tu..banyaklah erornyo aplikasi bank sumsel ni..belajar dari bank laen cubo,bebener dikit buat aplikasi tu..banyaklah erornyo aplikasi bank sumsel ni..belajar dari bank laen cubo,bebener dikit buat aplikasi tu  banyaklah erornyo aplikasi bank sumsel ni  belajar dari bank laen cubo,bebener dikit buat aplikasi tu  banyaklah erornyo aplikasi bank sumsel ni  belajar dari bank laen cubo,"['bebener', 'dikit', 'buat', 'aplikasi', 'tu', 'banyaklah', 'erornyo', 'aplikasi', 'bank', 'sumsel', 'ni', 'belajar', 'dari', 'bank', 'laen', 'cubo']","['bebener', 'dikit', 'buat', 'aplikasi', 'tu', 'banyaklah', 'erornyo', 'aplikasi', 'bank', 'sumsel', 'ni', 'belajar', '', 'bank', 'laen', 'cubo']","['bebener', 'dikit', 'buat', 'aplikasi', 'tu', 'banyak', 'erornyo', 'aplikasi', 'bank', 'sumsel', 'ni', 'ajar', '', 'bank', 'laen', 'cubo']",bebener dikit buat aplikasi tu banyak erornyo aplikasi bank sumsel ini ajar  bank laen cubo
2531,1,Sudah update malah gak bisa dipakek gimana ini??? Padahal butuh banget,sudah update malah gak bisa dipakek gimana ini??? padahal butuh banget,sudah update malah gak bisa dipakek gimana ini    padahal butuh banget,sudah update malah gak bisa dipakek gimana ini    padahal butuh banget,"['sudah', 'update', 'malah', 'gak', 'bisa', 'dipakek', 'gimana', 'ini', 'padahal', 'butuh', 'banget']","['', 'update', 'malah', 'gak', '', 'dipakek', 'gimana', '', 'padahal', 'butuh', 'banget']","['', 'update', 'malah', 'gak', '', 'dipakek', 'gimana', '', 'padahal', 'butuh', 'banget']", update malah gak  dipakek gimana  padahal butuh banget
2532,1,Gangguan terus,gangguan terus,gangguan terus,gangguan terus,"['gangguan', 'terus']","['gangguan', 'terus']","['ganggu', 'terus']",ganggu terus
2533,1,"Aplikasi ini sangat dan sangat jelek,,diminta aktivasi tp error teruz,,sdh update tp masih...utk apa ada aplikasi yg tdk bs mempermudah nasabah...","aplikasi ini sangat dan sangat jelek,,diminta aktivasi tp error teruz,,sdh update tp masih...utk apa ada aplikasi yg tdk bs mempermudah nasabah...",aplikasi ini sangat dan sangat jelek  diminta aktivasi tp error teruz  sdh update tp masih   utk apa ada aplikasi yg tdk bs mempermudah nasabah,aplikasi ini sangat dan sangat jelek  diminta aktivasi tp error teruz  sdh update tp masih   utk apa ada aplikasi yg tdk bs mempermudah nasabah,"['aplikasi', 'ini', 'sangat', 'dan', 'sangat', 'jelek', 'diminta', 'aktivasi', 'tp', 'error', 'teruz', 'sdh', 'update', 'tp', 'masih', 'utk', 'apa', 'ada', 'aplikasi', 'yg', 'tdk', 'bs', 'mempermudah', 'nasabah']","['aplikasi', '', 'sangat', '', 'sangat', 'jelek', 'diminta', 'aktivasi', 'tp', 'error', 'teruz', 'sdh', 'update', 'tp', '', 'utk', 'apa', '', 'aplikasi', 'yg', 'tdk', 'bs', 'mempermudah', 'nasabah']","['aplikasi', '', 'sangat', '', 'sangat', 'jelek', 'minta', 'aktivasi', 'tp', 'error', 'teruz', 'sdh', 'update', 'tp', '', 'utk', 'apa', '', 'aplikasi', 'yg', 'tdk', 'bs', 'mudah', 'nasabah']",aplikasi  sangat  sangat jelek minta aktivasi tapi error teruz sudah update tapi  untuk apa  aplikasi yang tidak b mudah nasabah
2534,1,"Aps bermasalah, tidak bisa dibuka. Giliran dkirimi email keluhan ke developer tidak bisa, alasannya emailnya full. Maunya gimana sih?","aps bermasalah, tidak bisa dibuka. giliran dkirimi email keluhan ke developer tidak bisa, alasannya emailnya full. maunya gimana sih?",aps bermasalah  tidak bisa dibuka  giliran dkirimi email keluhan ke developer tidak bisa  alasannya emailnya full  maunya gimana sih,aps bermasalah  tidak bisa dibuka  giliran dkirimi email keluhan ke developer tidak bisa  alasannya emailnya full  maunya gimana sih,"['aps', 'bermasalah', 'tidak', 'bisa', 'dibuka', 'giliran', 'dkirimi', 'email', 'keluhan', 'ke', 'developer', 'tidak', 'bisa', 'alasannya', 'emailnya', 'full', 'maunya', 'gimana', 'sih']","['aps', 'bermasalah', '', '', 'dibuka', 'giliran', 'dkirimi', 'email', 'keluhan', '', 'developer', '', '', 'alasannya', 'emailnya', 'full', 'maunya', 'gimana', 'sih']","['aps', 'masalah', '', '', 'buka', 'gilir', 'dkirimi', 'email', 'keluh', '', 'developer', '', '', 'alas', 'email', 'full', 'mau', 'gimana', 'sih']",aps masalah   buka gilir dkirimi email keluh  developer   ala email full mau gimana sih
2535,1,"Aplikasi sering gangguan,lemot","aplikasi sering gangguan,lemot",aplikasi sering gangguan lemot,aplikasi sering gangguan lemot,"['aplikasi', 'sering', 'gangguan', 'lemot']","['aplikasi', 'sering', 'gangguan', 'lemot']","['aplikasi', 'sering', 'ganggu', 'lot']",aplikasi sering ganggu lot
2536,3,"Mohon dong pencerahannya, kenapa sekarang susah kali login aplikasinya. Malah muncul pesan periksa koneksi anda. Padahal jaringannya bagus.","mohon dong pencerahannya, kenapa sekarang susah kali login aplikasinya. malah muncul pesan periksa koneksi anda. padahal jaringannya bagus.",mohon dong pencerahannya  kenapa sekarang susah kali login aplikasinya  malah muncul pesan periksa koneksi anda  padahal jaringannya bagus,mohon dong pencerahannya  kenapa sekarang susah kali login aplikasinya  malah muncul pesan periksa koneksi anda  padahal jaringannya bagus,"['mohon', 'dong', 'pencerahannya', 'kenapa', 'sekarang', 'susah', 'kali', 'login', 'aplikasinya', 'malah', 'muncul', 'pesan', 'periksa', 'koneksi', 'anda', 'padahal', 'jaringannya', 'bagus']","['mohon', 'dong', 'pencerahannya', '', 'sekarang', 'susah', 'kali', 'login', 'aplikasinya', 'malah', 'muncul', 'pesan', 'periksa', 'koneksi', '', 'padahal', 'jaringannya', 'bagus']","['mohon', 'dong', 'cerah', '', 'sekarang', 'susah', 'kali', 'login', 'aplikasi', 'malah', 'muncul', 'pesan', 'periksa', 'koneksi', '', 'padahal', 'jaring', 'bagus']",mohon dong cerah  sekarang susah kali login aplikasi malah muncul pesan periksa koneksi  padahal jaring bagus
2537,2,"Lemot banget woy sekarang sejak update terakhir...parah parah tim itnya gobloknya ngga ketulungan,benahi aplikasi kayak gini aja kelabakan.belajar sono ama BJB kalo mk buat aplikasi.kesel nian aku.","lemot banget woy sekarang sejak update terakhir...parah parah tim itnya gobloknya ngga ketulungan,benahi aplikasi kayak gini aja kelabakan.belajar sono ama bjb kalo mk buat aplikasi.kesel nian aku.",lemot banget woy sekarang sejak update terakhir   parah parah tim itnya gobloknya ngga ketulungan benahi aplikasi kayak gini aja kelabakan belajar sono ama bjb kalo mk buat aplikasi kesel nian aku,lemot banget woy sekarang sejak update terakhir   parah parah tim itnya gobloknya ngga ketulungan benahi aplikasi kayak gini aja kelabakan belajar sono ama bjb kalo mk buat aplikasi kesel nian aku,"['lemot', 'banget', 'woy', 'sekarang', 'sejak', 'update', 'terakhir', 'parah', 'parah', 'tim', 'itnya', 'gobloknya', 'ngga', 'ketulungan', 'benahi', 'aplikasi', 'kayak', 'gini', 'aja', 'kelabakan', 'belajar', 'sono', 'ama', 'bjb', 'kalo', 'mk', 'buat', 'aplikasi', 'kesel', 'nian', 'aku']","['lemot', 'banget', 'woy', 'sekarang', 'sejak', 'update', 'terakhir', 'parah', 'parah', 'tim', 'itnya', 'gobloknya', 'ngga', 'ketulungan', 'benahi', 'aplikasi', 'kayak', 'gini', 'aja', 'kelabakan', 'belajar', 'sono', 'ama', 'bjb', 'kalo', 'mk', 'buat', 'aplikasi', 'kesel', 'nian', 'aku']","['lot', 'banget', 'woy', 'sekarang', 'sejak', 'update', 'akhir', 'parah', 'parah', 'tim', 'itnya', 'goblok', 'ngga', 'ketulungan', 'benah', 'aplikasi', 'kayak', 'gin', 'aja', 'laba', 'ajar', 'sono', 'ama', 'bjb', 'kalo', 'mk', 'buat', 'aplikasi', 'kesel', 'nian', 'aku']",lot banget woy sekarang sejak update akhir parah parah tim itnya goblok ngga ketulungan benah aplikasi kayak gin aja laba ajar sono ama bjb kalo mk buat aplikasi kesel nian aku
2538,1,Kok dk biso login,kok dk biso login,kok dk biso login,kok dk biso login,"['kok', 'dk', 'biso', 'login']","['kok', 'dk', 'biso', 'login']","['kok', 'dk', 'biso', 'login']",kok tidak biso login
2539,5,Menjadikan transaksi lebih mudah,menjadikan transaksi lebih mudah,menjadikan transaksi lebih mudah,menjadikan transaksi lebih mudah,"['menjadikan', 'transaksi', 'lebih', 'mudah']","['menjadikan', 'transaksi', 'lebih', 'mudah']","['jadi', 'transaksi', 'lebih', 'mudah']",jadi transaksi lebih mudah
2540,1,"Masukin no kartu utk aktivikasi, malah data nggak ditemukan, giliran pakek no rek bisa, tapi ttp ajj nggak bisa masuk,","masukin no kartu utk aktivikasi, malah data nggak ditemukan, giliran pakek no rek bisa, tapi ttp ajj nggak bisa masuk,",masukin no kartu utk aktivikasi  malah data nggak ditemukan  giliran pakek no rek bisa  tapi ttp ajj nggak bisa masuk,masukin no kartu utk aktivikasi  malah data nggak ditemukan  giliran pakek no rek bisa  tapi ttp ajj nggak bisa masuk,"['masukin', 'no', 'kartu', 'utk', 'aktivikasi', 'malah', 'data', 'nggak', 'ditemukan', 'giliran', 'pakek', 'no', 'rek', 'bisa', 'tapi', 'ttp', 'ajj', 'nggak', 'bisa', 'masuk']","['masukin', 'no', 'kartu', 'utk', 'aktivikasi', 'malah', 'data', '', 'ditemukan', 'giliran', 'pakek', 'no', 'rek', '', '', 'ttp', 'ajj', '', '', 'masuk']","['masukin', 'no', 'kartu', 'utk', 'aktivikasi', 'malah', 'data', '', 'temu', 'gilir', 'pakek', 'no', 'rek', '', '', 'ttp', 'ajj', '', '', 'masuk']",masukin nomor kartu untuk aktivikasi malah data  temu gilir pakek nomor rek   ttp ajj   masuk
2541,1,Sering kali minta aktivasi dan sulit dibuka jika sinyal kecil,sering kali minta aktivasi dan sulit dibuka jika sinyal kecil,sering kali minta aktivasi dan sulit dibuka jika sinyal kecil,sering kali minta aktivasi dan sulit dibuka jika sinyal kecil,"['sering', 'kali', 'minta', 'aktivasi', 'dan', 'sulit', 'dibuka', 'jika', 'sinyal', 'kecil']","['sering', 'kali', 'minta', 'aktivasi', '', 'sulit', 'dibuka', '', 'sinyal', 'kecil']","['sering', 'kali', 'minta', 'aktivasi', '', 'sulit', 'buka', '', 'sinyal', 'kecil']",sering kali minta aktivasi  sulit buka  sinyal kecil
2542,1,"Ini bagaimana aplikasi ini, setelah di update nggak bisa digunakan, disuruh aktivasi ulang tp nggak ada tempat kolom kode aktivasinya, bagaimana ini BSB, bank daerah payah nih...","ini bagaimana aplikasi ini, setelah di update nggak bisa digunakan, disuruh aktivasi ulang tp nggak ada tempat kolom kode aktivasinya, bagaimana ini bsb, bank daerah payah nih...",ini bagaimana aplikasi ini  setelah di update nggak bisa digunakan  disuruh aktivasi ulang tp nggak ada tempat kolom kode aktivasinya  bagaimana ini bsb  bank daerah payah nih,ini bagaimana aplikasi ini  setelah di update nggak bisa digunakan  disuruh aktivasi ulang tp nggak ada tempat kolom kode aktivasinya  bagaimana ini bsb  bank daerah payah nih,"['ini', 'bagaimana', 'aplikasi', 'ini', 'setelah', 'di', 'update', 'nggak', 'bisa', 'digunakan', 'disuruh', 'aktivasi', 'ulang', 'tp', 'nggak', 'ada', 'tempat', 'kolom', 'kode', 'aktivasinya', 'bagaimana', 'ini', 'bsb', 'bank', 'daerah', 'payah', 'nih']","['', 'bagaimana', 'aplikasi', '', '', '', 'update', '', '', 'digunakan', 'disuruh', 'aktivasi', 'ulang', 'tp', '', '', 'tempat', 'kolom', 'kode', 'aktivasinya', 'bagaimana', '', 'bsb', 'bank', 'daerah', 'payah', 'nih']","['', 'bagaimana', 'aplikasi', '', '', '', 'update', '', '', 'guna', 'suruh', 'aktivasi', 'ulang', 'tp', '', '', 'tempat', 'kolom', 'kode', 'aktivasinya', 'bagaimana', '', 'bsb', 'bank', 'daerah', 'payah', 'nih']", bagaimana aplikasi    update   guna suruh aktivasi ulang tapi   tempat kolom kode aktivasinya bagaimana  bsb bank daerah payah nih
