;Unnamed: 0;text;cluster;score
2071;2071;update tetap terus sangat penting nih nasabah minta masuk malah login kali hambat baik aplikasi aktivasi aja;3.0;1.0
2072;2072;sudah hari buka bbrp;3.0;1.0
2073;2073;nian bagus;1.0;1.0
2074;2074;baik;2.0;5.0
2075;2075;log diupdate;3.0;1.0
2076;2076;terus login gagal aktivasi;3.0;1.0
2077;2077;sampah aplikasi;0.0;1.0
2078;2078;tidak sy sedang mau log aplikasiny apa;3.0;1.0
2079;2079;update tetep sumpah sih parah mau masuk malah makin login lambat kok kerja kali gimana gak aktivasi;3.0;1.0
2080;2080;tidak soal segera malah login kemarin kasih hari habis dulu baik baharu;3.0;3.0
2081;2081;usah sumselbabel paling paksa mobile mending masalah gak bank banget aplikasi;0.0;1.0
2082;2082;ulang tiap terus minta malah login kok kacau ini dah aktivitas aktifitas;3.0;1.0
2083;2083;sangat moga makin lebih hari baik;2.0;4.0
2084;2084;yang update ulang tidak restart moga minta lalu install dipake bru bantu aplikasi aktifasi akhir;3.0;4.0
2085;2085;update sendiri henti aplikasi;0.0;1.0
2086;2086;update tetap sama masalah login komentar kok kelas kali hubung gin dong daerah center call bank ayo aktivasi;3.0;1.0
2087;2087;ulang terus selalu masuk baharu aktivasi;3.0;1.0
2088;2088;tim sekali sama pihak perhati orang mesti login kembang gimana gak donk coba cek bsb berapa banyak bagaimana;3.0;1.0
2089;2089;update ulang terus sudah sampe pa org minta login keluh gin gimana aktivasi aja abis;3.0;2.0
2090;2090;selalu padahal minta hasil belum aktivasi;3.0;1.0
2091;2091;uninstal tingkat tambah sumselbabel siap moga mobile menu lihat lebih layan kemudian instal error buka bsb banking bank alhamdulillah akun akhir;3.0;5.0
2092;2092;update sudah login dak bos;3.0;1.0
2093;2093;tidak kok eror baik;2.0;2.0
2094;2094;update suruh sekarang masuk diupdate dak;3.0;1.0
2095;2095;update tidak sendiri mau masuk malah keluar gmna buka;3.0;2.0
2096;2096;update terus minta malah login aktifasi;3.0;1.0
2097;2097;ulang udah tidak terus terlalu suruh sukses sering selesai perlu padahal pa mau login hari gak diupdate coba baik appnya aktivasi;3.0;2.0
2098;2098;transfer transaksi token terlalu terima saldo pakai muda manfaat listrik kurang kembang kasih isi ikut guna gopay fitur beli bank aplikasi apa antar;3.0;1.0
2099;2099;versi update terima semenjak selalu pihak perhati login kembang kasih force close baru baik atas;3.0;1.0
2100;2100;transfer mobile mau henti bsb;3.0;5.0
2101;2101;mudah bayar;1.0;2.0
2102;2102;update selalu login gak gagal;3.0;1.0
2103;2103;tingkat sangat nasabah maju keluh kecewa harus bukan;3.0;1.0
2104;2104;update malah login baik;2.0;1.0
2105;2105;update padahal minta malah gimana aktivasi;3.0;3.0
2106;2106;update masuk gak;3.0;1.0
2107;2107;masuk diupdate;3.0;1.0
2108;2108;sekali mantap bagus aplikasi;1.0;5.0
2109;2109;bagus;1.0;5.0
2110;2110;update malah guna;3.0;2.0
2111;2111;versi update transfer semenjak mau force close aplikasi;0.0;1.0
2112;2112;tempat pasu otp ny kode aktivasi;3.0;1.0
2113;2113;versi update ulang selalu login force close ber baru aplikasi;0.0;3.0
2114;2114;transaksi sangat laku bantu;1.0;5.0
2115;2115;update transaksi susah suka pdhal pake mau malah lumayan lah gak buka bankingnya baik abis;3.0;1.0
2116;2116;sangat perlu laku bantu baik bagus app;1.0;5.0
2117;2117;selalu paket padahal melulu jaring internet gagal cek apa aktivasi;3.0;5.0
2118;2118;ulang transfer tingkat sistem selalu saldo potong pernah mohon minta masuk lapor kerja kali hp error baik bahkan aplikasi aktivasi;0.0;1.0
2120;2120;good;1.0;5.0
2121;2121;sama percuma malah diupdate berat aja;3.0;1.0
2122;2122;mantap;1.0;4.0
2123;2123;version update tidak suruh masuk kok invalid gimana cara bantu;3.0;2.0
2124;2124;transaksi sangat bantu;1.0;5.0
2125;2125;transaksi mudah mana ada;1.0;5.0
2126;2126;yang udah tpi tidak skrg saran saldo rugi ribet pulsa potong pernah mudah mau mana malah makasih lewat lebih kota kirim kali jauh jadi iya guna dri biar beli banget baik aplikasi aku aja;3.0;2.0
2127;2127;sangat bantu;1.0;5.0
2128;2128;login gak;3.0;1.0
2129;2129;version versi update padahal karna invalid buka baru baik;3.0;1.0
2130;2130;good app;1.0;5.0
2131;2131;yang version update tulis punya gak buka;3.0;1.0
2132;2132;yang tidak sumsel sudah sim sama pesan mulai mohon mobile masuk masalah laku kartu hp hampir guna error dengan datang card bulan bsb baru banking bank;3.0;1.0
2133;2133;yang wa via transfer sama qris masuk masak langsung lama kalah jam jadi fitur baik ada;3.0;1.0
2134;2134;tapi sudah lagi kalau ganti bulan buka blm bintang beberapa baru aktif;3.0;3.0
2136;2136;jelek;3.0;1.0
2137;2137;tingkat kualitas fiturnya bagus;3.0;5.0
2138;2138;token pln;3.0;5.0
2139;2139;transaksi sumselbabel sangat mudah makasih lebih bantu bank;1.0;5.0
2140;2140;ulang udah transfer tidak terus temu suruh ribet padahal oke mau kata kalau hampir gilir error data bulan buka aplikasi aktivasi aja;3.0;1.0
2141;2141;saldo pulsa lah kurang ini eror bener beli bagaimana aplikasi;0.0;1.0
2142;2142;sangat bantu;1.0;5.0
2143;2143;sumsel gak bank aja;3.0;5.0
2144;2144;token listrik lgi lebih kok dong beli;3.0;2.0
2145;2145;makasih bank;3.0;5.0
2146;2146;terus suruh sekali sangat saldo mau masuk masak ini gimana cek buruk buat aneh aktivasi;3.0;2.0
2147;2147;instal gak;3.0;5.0
2148;2148;yang ulas sy pake keluh jd ini gak deh banyak aplikasi;0.0;1.0
2149;2149;yang transaksi skrng mudah mobile lebih lanjut jd fitur dengan bnyk baru banking ada;3.0;4.0
2150;2150;tanggap saran saldo pulsa prose potong pihak nasabah masuk manual komplain kembang error dri bsb beli atau aplikasi aja;3.0;1.0
2151;2151;transfer transaksi susah online oke gak atm;3.0;5.0
2152;2152;bantu bagus;1.0;4.0
2153;2153;usah tidak susah sering punya parah nasabah mobile malah lebih kesal error buat bnyak bantu banking baik app;3.0;1.0
2154;2154;transaksi tidak otp kirim kemarin hasil dari;3.0;1.0
2155;2155;tidak tapi sudah saldo pake mau lama kok hr cek aplikasi;0.0;3.0
2156;2156;transfer transaksi skrg sekali sampe otp nomor mau masuk lanjut krn kali guna gak baru;3.0;1.0
2157;2157;update tiap terus suruh sudah selalu padahal mau klik kalau jg henti gin gimana bnyak baru banyak aplikasi aktivasi;3.0;1.0
2158;2158;yang tiba terus sm semua sandi ribet pesan pertama pernah pergi parah mau masuk login ku kok kata karna kait isi guna ganti gak eh dulu dengan bukak buat blokir beberapa baru bank bangking banget baik atm aku;3.0;1.0
2159;2159;mantap;1.0;5.0
2160;2160;transaksi oke makin lancar ko kirim hubung dah biar ayo;3.0;5.0
2162;2162;uang transfer tidak tanya swasta susah sering sama ribet prose kembali kalau jg jelek jadi itnya hubung hilang gagal error centernya call bank aplikasi ajar;3.0;1.0
2163;2163;bantu;1.0;5.0
2165;2165;terlalu ribet mutasi malam jam hadeh cek atas;3.0;1.0
2166;2166;token sangat mudah guna beli;1.0;5.0
2167;2167;tolol aplikasi;0.0;1.0
2168;2168;mudah mesti langsung kasi jauh bank akun aktivasi;3.0;3.0
2170;2170;update sering semenjak parah mohon force error close baru baik;3.0;2.0
2172;2172;tampil kan;3.0;2.0
2173;2173;transfer terus kali gagal;3.0;1.0
2174;2174;update sih parah malah log habis blokir akun;3.0;2.0
2175;2175;rumah pemberitahuan pake mau malah kalau ganggu gak debit biaya beri bayar;3.0;1.0
2176;2176;versi stabil sering lebih gak belum baru baik;3.0;2.0
2177;2177;bagus aplikasi;0.0;5.0
2178;2178;good;1.0;5.0
2179;2179;transaksi sulit servernya sering riwayat ribet rasa online nasabah mau male make kalo jgn ganggu gak cek bsb banget;3.0;1.0
2180;2180;update tidak temu rekening nomor masuk masa kurang data daerah bank atm;3.0;1.0
2181;2181;yang parah masa dari dak bank aktivasi;3.0;1.0
2182;2182;yang bintang;3.0;1.0
2183;2183;liat baharu;3.0;3.0
2184;2184;tidak susah malah log guna deh cuma csnya buat bikin baru bank aplikasi apa;3.0;1.0
2185;2185;ulang tidak terus tanya sudah selesai parah orang minta minggu kali error berapa bener bank aktivasi;3.0;1.0
2186;2186;waktu transfer sering sekali segera saldo potong moga minggu makan kembali gagal dana baik;3.0;2.0
2187;2187;tunggu terus saldo potong nunggu minggu mau lapor lama laku kemarin kalau gagal coba bayar balik;3.0;1.0
2188;2188;temu sudah rek padahal nomor kartu bener atm;3.0;1.0
2189;2189;lot;3.0;1.0
2191;2191;ulang melulu aktivasi;3.0;1.0
2192;2192;transaksi saldo kurang kali gagal duit dong baik;3.0;1.0
2193;2193;temu selalu rek nomor nomer masuk kartu kan;3.0;2.0
2194;2194;uninstal ulang udah temu rek perintah pa nomor masukin malah login kartu kalo gak dong data benerin bener aplikasi aneh aktipasi aja;0.0;1.0
2195;2195;via transaksi sedia sayang sangat bayar banking atm;3.0;1.0
2196;2196;yah ulang tlong tidak temu tapi sm rek pa nomor masukin masuk kok kartu dong coba benerin aplikasi aktifasi;3.0;1.0
2197;2197;terus sumsel simpel rek perlu mudah mau maju lebih laku datang bank babel;3.0;5.0
2198;2198;tingkat sim mohon hp ganti deteksi cukup card bantu;1.0;1.0
2199;2199;sudah registrasi qris oke gampang bayar;3.0;5.0
2200;2200;good;1.0;4.0
2202;2202;update tim saing mau masa kembang kapan kalau gimana dukung bsb bank aplikasi android;0.0;1.0
2203;2203;saldo kurang gagal;3.0;1.0
2204;2204;tulis temu mohon mau masa kok gx gimana data bantu aktivasi;3.0;2.0
2205;2205;versi tindak susah sim segera pindah pasang padahal mohon mau lanjut kalo jalan hp dulu deteksi card benar android;3.0;3.0
2206;2206;transfer susah nih mau lah kok dong butuh betul;3.0;2.0
2207;2207;sim deteksi card buka aplikasi android;0.0;1.0
2208;2208;tpi sim selalu pasang padahal muncul mohon informasi deteksi card buka baca aplikasi aktif;3.0;3.0
2209;2209;sim pa lagi ket card buka android;3.0;2.0
2210;2210;buruk banking aplikasi;0.0;1.0
2211;2211;versi transaksi tim susah pindah mesti mau masa kembang kalo kalah hp guna banking bank aplikasi android;0.0;1.0
2212;2212;cepat;3.0;5.0
2213;2213;padahal mobile kayak guna gitu gak banking bank android;3.0;1.0
2214;2214;versi terang simcard perhati jalan jadi deteksi baru aplikasi android;0.0;1.0
2215;2215;tulis tolong tidak sedikit menu layan lama kartu ganti developer deteksi biar balik bagus aplikasi;3.0;1.0
2216;2216;transfer sering pulsa kadang isi blokir aku;3.0;1.0
2217;2217;sangat bantu aplikasi;1.0;5.0
2218;2218;tidak mobile hp;3.0;1.0
2219;2219;tidak tapi simcard pindah lama hp ganti deteksi aplikasi;3.0;1.0
2220;2220;oke;3.0;5.0
2221;2221;jangan;3.0;1.0
2222;2222;terima sangat kasih bantu aplikasi;1.0;4.0
2223;2223;upgrade tulis sim selalu mohon card android;3.0;1.0
2224;2224;ribet kali jadi eror dikit buat bank aplikasi apa;0.0;1.0
2225;2225;cepat;3.0;5.0
2226;2226;good;1.0;5.0
2227;2227;sering periksa kok jaring iya internet gmn dong banget ala;3.0;1.0
2228;2228;upgrade terang sumsel sim masa jadi gak deteksi buka bank baik ayo apknya android;3.0;2.0
2229;2229;ulang udah simcard parah nya masalah gak eror eh appnya aja;3.0;2.0
2230;2230;yang versi soal pakai kak diupdate baru android;3.0;1.0
2231;2231;sim pa notif malah kok install deteksi card buka appnya;3.0;2.0
2232;2232;manfaat;3.0;5.0
2233;2233;tapi sistem ribet mau malah hr dlm baik aktivasi aja;3.0;1.0
2234;2234;sumselbabel saing lanjut kan go bsb bank baik;3.0;5.0
2235;2235;transfer slalu saldo ribet prose pesan parah muncul mau makin ilang gak error eh dong bru aja ada;3.0;4.0
2236;2236;udah temu padahal id data daftar bilang atm;3.0;1.0
2237;2237;ulang transaksi tidak tambah ribet otpnya login lama lagi kudu kalau fitur donk data blm bikin bayar baik atau apknya aktivasi;3.0;3.0
2238;2238;yang tidak kalian buat blum aplikasi;0.0;1.0
2239;2239;tidak suka payah parah mau lot kalo jaring jangan install bagus;3.0;1.0
2240;2240;suka;3.0;1.0
2241;2241;good;1.0;5.0
2242;2242;transaksi sih parah pa maaf lihat jujur jadi fiturnya fitur buruk banking aplikasi;3.0;1.0
2243;2243;mantap;1.0;5.0
2244;2244;yang untung uninstal ulang udah temu susah suruh sih selalu salah rek ramah prose nyata nya nomor ngak moga masukin masa login lebih lama lalu lagi kok jg jaring guna fungsi data cara capek cabang bsb baru bank banget baik aplikasi aktivasi aktifasi aktif ajar aj;3.0;5.0
2245;2245;tutup pemberitahuan paksa ngak lama buka baru alhamdulillah;3.0;5.0
2246;2246;transaksi tetap saldo mohon masa layan kurang kerja kali jawab jam iya gagal center call baik angkat;3.0;1.0
2247;2247;terus pake minta gak aktifasi;3.0;1.0
2248;2248;untung transaksi segala lancar;3.0;5.0
2249;2249;transaksi stabil semua cepat buat bank;3.0;5.0
2250;2250;sangat bantu;1.0;5.0
2251;2251;susah sinyal semua pdhal mulu mau kuota dri download banget;3.0;2.0
2252;2252;kasi kalau dulu bintang baru bagus;3.0;1.0
2253;2253;sumsel punya org krn jg jd dengan bank;3.0;5.0
2254;2254;gak buka aplikasi;0.0;1.0
2255;2255;transaksi sumsel sukses selalu segala mudah dekat bank babel;3.0;5.0
2256;2256;yang transaksi terus sulit daftar bri bnyk bni bank;3.0;5.0
2257;2257;parah aplikasi;0.0;1.0
2259;2259;transfer susah bank banget;3.0;3.0
2260;2260;good;1.0;4.0
2261;2261;saldo cek;3.0;1.0
2262;2262;transfer;3.0;1.0
2263;2263;transfer top tau sih saldo masuk kalo jauh jadi bank aman;3.0;5.0
2264;2264;pdahal nomor kok gak daftar benar;3.0;5.0
2265;2265;kasih dulu coba bintang;3.0;4.0
2266;2266;udah tulis tidak saldo pulsa pake nomor mbanking masuk kurang kalo kali gua gila error baik;3.0;1.0
2267;2267;yang ulang tingkat tim tetap tambah sudah sim sangat malah lebih kembang install hp hasil ganti donk deteksi datang card cabang biar belum bantu bank bagus aplikasi;1.0;1.0
2268;2268;yang sumsel sangat moga mobile maupun mantap makin layan lagi canggih bantu banking bank babel aplikasi;1.0;5.0
2269;2269;tingkat seluruh perlu oke lebih;3.0;5.0
2270;2270;mantap;1.0;3.0
2271;2271;ulang tidak tiba suruh sudah sistem ny makin make lancar jelek hadeh gmn beres aktivasi aja;3.0;1.0
2272;2272;mulu eror;3.0;1.0
2273;2273;update tunggu ikut bagus;3.0;5.0
2274;2274;waktu ulang tingkat terlalu terimakasih sering sangat perlu mohon kali kadang jangan guna baik aplikasi aktivasi;3.0;2.0
2275;2275;terimakasih sumsel sangat mobile mantap bantu banking babel;1.0;5.0
2276;2276;sm masuk gagal;3.0;4.0
2277;2277;tutup sendiri mobile masuk banking aplikasi aktifasi;0.0;2.0
2278;2278;parah paling lelet buruk bank;3.0;4.0
2279;2279;selalu;3.0;3.0
2280;2280;sangat bantu;1.0;5.0
2281;2281;eror;3.0;1.0
2282;2282;good;1.0;5.0
2283;2283;terus mau masuk jelas eror beri akun;3.0;1.0
2284;2284;bagus;1.0;5.0
2285;2285;usah tingkat tidak sumsel sendiri malu kok kan ganti dah buat baru banyak bank babel aplikasi aja;0.0;1.0
2286;2286;temu masa aneh aktivasi;3.0;1.0
2287;2287;tidak tarik tadi semua jawab beberapa baca apps;3.0;1.0
2288;2288;nomor kak hp cara bagaimana aktif;3.0;5.0
2289;2289;tadi sudah sesuai sangat saldo rb pulsa otp mpin kurang kecewa kali jadi isi gagal cek bsb bayar aplikasi ala;3.0;1.0
2290;2290;saldo ny gimana cek cara;3.0;1.0
2291;2291;top;3.0;5.0
2293;2293;transaksi tingkat sudah sm ribet otp nunggu muncul mohon mau layan lama lagi konsumen kecewa kali gara blokir akun;3.0;1.0
2294;2294;upgrade transaksi sering saldo prose minta lapor kurang kudu kemudian kembali hari gagal dulu dikit baru banget;3.0;1.0
2295;2295;daftar;3.0;1.0
2296;2296;sampah gak bikin aplikasi aja;0.0;1.0
2297;2297;baik;2.0;5.0
2298;2298;terus sudah ribet rekening registrasi otpnya otp otomatis mau manual lagi kirim dulu depan daftar baru banget aja;3.0;3.0
2299;2299;sulit sih rasa orang gimana banyak baik aplikasi admin;0.0;1.0
2300;2300;suka server masalah;3.0;3.0
2301;2301;transfer transaksi ribet rekening nomor mau;3.0;1.0
2302;2302;sudah sm hilang;3.0;5.0
2303;2303;oke;3.0;5.0
2304;2304;terus error;3.0;5.0
2305;2305;lumayan bantu;1.0;5.0
2306;2306;tidak temu gak download data baru aktivasi;3.0;1.0
2307;2307;good;1.0;5.0
2308;2308;mobile mantap bsb;1.0;5.0
2309;2309;sering minta error diaktivasi bulan bank aktivasi;3.0;1.0
2310;2310;transaksi tolong gimana error bsb atm app;3.0;1.0
2311;2311;sumsel muas bank;3.0;5.0
2312;2312;aplikasi;0.0;1.0
2313;2313;sekali puas kurang eror dikit biar atas;3.0;3.0
2314;2314;ulang mbanking masuk make lagi kecewa jg gak baru bank balik apa aktivasi;3.0;3.0
2315;2315;temu sekali sama pa malah instal data bantu aplikasi apa aktivasi;0.0;1.0
2317;2317;sangat muas;1.0;5.0
2318;2318;banking aktivasi;3.0;1.0
2319;2319;jelek;3.0;1.0
2320;2320;sangat nasabah bantu baik;2.0;5.0
2321;2321;coba;3.0;4.0
2322;2322;suruh selalu sangat rekening potong pernah maupun mau maksimal layan kecewa jelas isi hubung hari data center call bulan buka biaya beri bank bahkan bagaimana aplikasi apa;3.0;1.0
2323;2323;ulang suruh aktivasi;3.0;1.0
2324;2324;semua parah buruk banking app;3.0;1.0
2326;2326;transfer selalu kecewa eror;3.0;1.0
2327;2327;layan baik;2.0;4.0
2328;2328;tutup nian kantor internet dak banking bank aplikasi;0.0;1.0
2329;2329;masalah bantu;1.0;5.0
2330;2330;mantap;1.0;3.0
2331;2331;transaksi simpel ribet laku atm;3.0;1.0
2332;2332;sumselbabel pertama kali coba bintang bank aplikasi;0.0;2.0
2333;2333;muas;3.0;5.0
2334;2334;solusi saldo pulsa ngak masuk kurang kirim kecewa kali isi apa;3.0;1.0
2335;2335;ulang tulis tidak sdah kali jauh erorr eror dn buka benerin banking bank aplikasi;3.0;1.0
2336;2336;tapi sudah semua padahal mau masuk izin gak download baru bagaimana;3.0;1.0
2337;2337;sangat baik;2.0;5.0
2338;2338;tidak selalu kesal gagal;3.0;1.0
2339;2339;upgrade tidak masuk malah aplikasi;0.0;1.0
2340;2340;registrasi minta karna izin;3.0;1.0
2341;2341;tidak rek padahal nomor benar aktivasi;3.0;1.0
2342;2342;ulang terus tau repot gak aktivasi;3.0;1.0
2344;2344;ulang tampil sulit selalu ribet mesti masuk kantor cabang bikin awal aplikasi apa aktivasi;0.0;1.0
2345;2345;urus sering saran ribet pernah error betul bank atmnya aplikasi;3.0;1.0
2346;2346;temu pa niat kalo data dak buruk baik bagus aplikasi aktivasi;0.0;2.0
2347;2347;terus minta izin baharu;3.0;2.0
2348;2348;transaksi tidak sm muncul mau kode eror baik;3.0;3.0
2349;2349;lalu bayar aplikasi apa;0.0;5.0
2350;2350;good;1.0;5.0
2351;2351;masuk kok instal gimana gak baru aplikasi;0.0;1.0
2352;2352;good;1.0;1.0
2353;2353;guna;3.0;5.0
2354;2354;terlalu sering ribet aktivasi;3.0;1.0
2355;2355;kacau;3.0;5.0
2356;2356;good;1.0;5.0
2357;2357;mungkin mohon laku baik;2.0;2.0
2358;2358;terimakasih sangat bantu;1.0;5.0
2359;2359;yaa tpi skrng lgi gak download belum apa;3.0;3.0
2360;2360;transaksi tidak terlalu terima sy sering sangat praktis perlu pemberitahuan pdhal paksa libur krn kecewa hari ganggu email butuh bulan awal aplikasi akhir;3.0;2.0
2361;2361;update suka sering sekali sangat minta lagi kalo kadang error bantu aplikasi;0.0;3.0
2362;2362;transaksi terima mudah kasih alhamdulillah;1.0;5.0
2363;2363;transfer kecewa jadi banyak bantu bank baik aplikasi;0.0;4.0
2364;2364;transfer susah cuman;3.0;5.0
2365;2365;yang terus selalu masalah kenapa jaring aktivasi;3.0;3.0
2366;2366;sangat bantu;1.0;5.0
2367;2367;terima sumsel sekali sama kok kendala kasih coba bank bagus babel aplikasi;0.0;5.0
2368;2368;mantap;1.0;5.0
2369;2369;sangat bantu;1.0;5.0
2370;2370;lengkap aplikasi;0.0;2.0
2371;2371;gagal;3.0;1.0
2372;2372;yang voucher udah tidak terus tanya solusi skrg selalu saldo ribu pulsa penting paling ngisi mau masuk masak lumayan kurang keluar kasih kan ingat ilang error enggak donk dong cepat blm beli baik aja;3.0;1.0
2373;2373;transaksi tapi saldo pulsa potong kode kecewa kata kali gagal beli;3.0;1.0
2374;2374;dulu coba;3.0;4.0
2375;2375;tambah kalau hasil bintang;3.0;1.0
2376;2376;signal padahal masuk jaring eror dengan butuh bingung banyak aplikasi akun;0.0;1.0
2377;2377;sangat mantap bantu;1.0;5.0
2378;2378;yang terus sangat ny kota karna kali jauh dri dong dengan coba butuh berat beberapa baru baik aplikasi;0.0;3.0
2379;2379;mantap;1.0;5.0
2380;2380;untuk masalah aktivitas;3.0;3.0
2381;2381;yang ulas udah tunggu tetep temu sekian minta jangan gak deh data cuma baca akun aku aktivasi;3.0;1.0
2382;2382;terus pakai gak gagal aplikasi aktivasi;0.0;1.0
2383;2383;ulang tempat sering mohon minta masuk kode baik aneh aktivasi;3.0;1.0
2384;2384;yang terus temu sya sudah saran pdhal ny nomor mau masukin masuk kasih kartu gak atmnya ada;3.0;1.0
2385;2385;terus error;3.0;1.0
2386;2386;bagus;1.0;5.0
2387;2387;waktu transfer transaksi tindak terima tampil tambah sumsel sekali saran riwayat repot rekening nomor nasabah nama mohon lupa lanjut kasih informasi guna fitur dri download bukti beri banking babel aktif ada;3.0;3.0
2388;2388;mantap;1.0;5.0
2389;2389;pihak gak error buka bantu aplikasiny aplikasi;0.0;1.0
2390;2390;best;3.0;1.0
2391;2391;ulang segera produk mohon lengkap isi gak baik bagaimana aplikasi aktivasi;0.0;1.0
2392;2392;sangat lambat bantu;1.0;5.0
2393;2393;good;1.0;5.0
2394;2394;update terus rekening pertama nyata nomor masuk login langsung krn kasih gak dengan coba bintang;3.0;1.0
2396;2396;tempat selalu mnta masalah maaf krna kode kecewa jaring guna eror baik aktifasi;3.0;1.0
2397;2397;terimakasih atas;3.0;5.0
2398;2398;susah;3.0;5.0
2399;2399;susah sangat salah payah password pakai padahal pa ngantri mobile kecewa kali buat blokir berapa banking akun;3.0;1.0
2400;2400;update kok jd error;3.0;1.0
2401;2401;update suruh malah login error aplikasi;0.0;1.0
2402;2402;goblok;3.0;1.0
2403;2403;sering selalu minta login kecewa ganggu gagal aktifasi;3.0;1.0
2404;2404;update kayak ini banyak;3.0;1.0
2405;2405;oke login aplikasi;0.0;5.0
2406;2406;terus error aplikasi;0.0;1.0
2407;2407;update tpi tahu sudah soal sm sampe perintah pake mau masuk lgi lebih lanjut kode kali dpt bsb blm aplikasi aktifasi;0.0;1.0
2408;2408;selalu error;3.0;1.0
2409;2409;suruh mulu malah eror dong benerin aktivasi;3.0;1.0
2410;2410;mantap;1.0;5.0
2411;2411;ulang sekarang otomatis minta karna henti aplikasi aktivasi;3.0;1.0
2412;2412;yang update tim tetap tanggung sumselbabel sangat saat rumah rugi pihak paksa nasabah malah kembang jawab guna bank atas aplikasi;0.0;1.0
2413;2413;upgrade ulang terus suruh sendiri ribet nyata mau malah laku kantor kan kali error eh coba cek cabang buka awal aktivasi;3.0;1.0
2414;2414;sangat nasabah mudah manfaat;1.0;5.0
2415;2415;update ulang suruh sulit mudah mintak malah log bukan abis;3.0;1.0
2416;2416;update sangat mungkin jujur jadi guna gak error bantu baik aplikasi;0.0;1.0
2417;2417;ulang malah bank aktivasi;3.0;1.0
2418;2418;untung tpi tidak telpon sih layan konsumen kacau jg dri cuma center call bobrok bener aplikasi aja;0.0;1.0
2419;2419;sistem salah jadi;3.0;1.0
2420;2420;error aktivasi;3.0;1.0
2421;2421;waktu tidak terus tampil sm segera rekening notifikasi nomor muncul masuk masalah klik jadi hilang gitu buat aplikasi akun aktivasi aja;3.0;1.0
2422;2422;yang segera pdhl mohon min malah koneksi jaring buka bsb bilang banking baik bagus aku aja;3.0;1.0
2423;2423;update selalu minta aktivasi;3.0;1.0
2424;2424;sangat mudah;1.0;5.0
2425;2425;tulis padahal mau login koneksi klik jaring internet coba cek;3.0;1.0
2426;2426;manfaat beri;3.0;5.0
2427;2427;tapi sering nyaman ganggu aman;3.0;5.0
2428;2428;good;1.0;5.0
2429;2429;walaupun terima sm sangat saldo online mudah lebih layan kerja kasih internet hubung guna biar belum bayar banking;3.0;5.0
2430;2430;ulang udah tidak tempat tambah suruh salah parah pa masukin male login kode kantor kan kali gin eror eh diupdate datang cabang buat bintang baru banget aplikasi aktivasinya aktivasi;3.0;1.0
2431;2431;tambah bagus aku;3.0;4.0
2432;2432;update ulang suruh nasabah minta malah kantor capek buruk buat aktivasi;3.0;1.0
2433;2433;mantap betul;1.0;5.0
2434;2434;sangat payah emosi buat aja;3.0;1.0
2435;2435;tidak periksa mana malah layan kok jaring ini cepat bsb;3.0;1.0
2436;2436;update tambah solusi ny malah login jadi guna gimana gak error bsb;3.0;1.0
2437;2437;update ulang terus registrasi minta malah henti gitu error baik aplikasi;0.0;1.0
2438;2438;bsb;3.0;5.0
2439;2439;transaksi perban cukup bantu;1.0;5.0
2440;2440;sampah jadi gara diupdate deh aplikasi;0.0;1.0
2441;2441;update uda tidak tetep soal satu percuma maaf kasih bintang bank aktivasi aja;3.0;1.0
2442;2442;update ulang sm padahal menu masuk maaf kok jadi bsb bintang balik aplikasi aku aktivasi;3.0;1.0
2443;2443;update untk ulang tidak skrg selalu minta mbankingnya jg jd hapus gimana error download bsb aktivasi;3.0;2.0
2444;2444;tu sumsel ini dikit buat banyak bank aplikasi ajar;0.0;1.0
2445;2445;update padahal malah gimana gak butuh banget;3.0;1.0
2446;2446;terus ganggu;3.0;1.0
2447;2447;yang update untuk tidak tapi sudah sangat nasabah mudah minta jelek error aplikasi apa aktivasi;0.0;1.0
2448;2448;sih mau masalah keluh gimana gilir email developer buka ala;3.0;1.0
2449;2449;sering lot ganggu aplikasi;0.0;1.0
2450;2450;susah sekarang pesan periksa padahal muncul mohon malah login koneksi kali jaring dong bagus aplikasi;3.0;3.0
2451;2451;update tim sekarang parah nian ngga lot kesel kayak kalo itnya goblok gin buat benah banget aplikasi aku akhir ajar aja;0.0;2.0
2452;2452;tidak login kok biso;3.0;1.0
2453;2453;transaksi mudah lebih jadi;1.0;5.0
2454;2454;untuk temu rek pakek nomor masukin masuk malah kartu gilir data;3.0;1.0
2455;2455;sulit sinyal sering minta kali buka aktivasi;3.0;1.0
2456;2456;update ulang tempat tapi suruh payah nih kolom kode guna daerah bsb bank bagaimana aplikasi aktivasinya aktivasi;3.0;1.0
2457;2457;masuk lagi hp ganti;3.0;1.0
2458;2458;ulang sekarang lancar biasa aktivasi;3.0;5.0
2459;2459;bantu;1.0;5.0
2460;2460;update ulang tabung susah sedang malah luar kota gmn diupdate buku benar aktivasi;3.0;1.0
2461;2461;mantap;1.0;5.0
2462;2462;good app;1.0;5.0
2463;2463;sering padahal mau masuk lancar lama error;3.0;1.0
2464;2464;tidak sudah ko instal buka;3.0;2.0
2465;2465;sampe dipake baru aktivasi;3.0;3.0
2466;2466;sendiri payah mulu minta malah keluar ini gilir diaktivasi aplikasi aktivasi;0.0;1.0
2467;2467;update udah transfer sama ngecek malah;3.0;1.0
